Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice Comune;Comune;Sigla Provincia;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;5;0;0;1;6
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;39;PEDIATRIA                               ;ACUTI;1;4;0;1;0;5
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;12;0;0;0;12
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;14;0;0;2;16
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;7;0;0;0;7
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;1;4;0;0;0;4
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;62;NEONATOLOGIA                            ;ACUTI;1;2;0;0;0;2
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;64;ONCOLOGIA                               ;ACUTI;2;12;0;11;0;23
2018;10;PIEMONTE;204;1;10023;1;OSPEDALE CIVILE DI IVREA                ;PIAZZA DELLA CREDENZA 2                 ;1125;IVREA                                   ;TO;1;Ospedale a gestione diretta;67;PENSIONANTI                             ;ACUTI;1;2;0;0;0;2
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;2;DAY HOSPITAL                            ;ACUTI;1;0;0;8;0;8
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;14;0;0;2;16
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;21;GERIATRIA                               ;ACUTI;1;26;0;0;0;26
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;25;0;0;0;25
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;4;0;0;1;5
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;1;0;1;0;2
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;4;0;4
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;27;0;0;0;27
2018;10;PIEMONTE;204;1;10023;2;OSPEDALE CIVILE DI CUORGNE'             ;VIA MUSSATTI ETTORE 5                   ;1098;CUORGNE'                                ;TO;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;7;7
2018;10;PIEMONTE;204;1;10023;4;SAAPA S.P.A.                            ;VIA SANTA CRISTINA 3                    ;1265;SETTIMO TORINESE                        ;TO;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;59;0;0;0;59
2018;10;PIEMONTE;204;1;10023;4;SAAPA S.P.A.                            ;VIA SANTA CRISTINA 3                    ;1265;SETTIMO TORINESE                        ;TO;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;82;0;0;0;82
2018;10;PIEMONTE;204;1;10616;;CLINICA EPOREDIESE                      ;VIA DELLA CASTIGLIA 27                  ;1125;IVREA                                   ;TO;5.1;Casa di cura privata accreditata;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;8;0;0;0;8
2018;10;PIEMONTE;204;1;10616;;CLINICA EPOREDIESE                      ;VIA DELLA CASTIGLIA 27                  ;1125;IVREA                                   ;TO;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;7;0;0;0;7
2018;10;PIEMONTE;204;1;10616;;CLINICA EPOREDIESE                      ;VIA DELLA CASTIGLIA 27                  ;1125;IVREA                                   ;TO;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;15;0;0;0;15
2018;10;PIEMONTE;204;1;10616;;CLINICA EPOREDIESE                      ;VIA DELLA CASTIGLIA 27                  ;1125;IVREA                                   ;TO;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;10;0;0;0;10
2018;10;PIEMONTE;204;1;10616;;CLINICA EPOREDIESE                      ;VIA DELLA CASTIGLIA 27                  ;1125;IVREA                                   ;TO;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;11;0;0;0;11
2018;10;PIEMONTE;204;1;10617;;CASA DI CURA VILLE TURINA AMIONE        ;VIA CARLO ANGELA 1                      ;1248;SAN MAURIZIO CANAVESE                   ;TO;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;80;0;0;0;80
2018;10;PIEMONTE;204;1;10617;;CASA DI CURA VILLE TURINA AMIONE        ;VIA CARLO ANGELA 1                      ;1248;SAN MAURIZIO CANAVESE                   ;TO;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;40;0;0;0;40
2018;10;PIEMONTE;204;1;10622;;SANTA CROCE SRL                         ;VIA CHALLANT AYMONE 23                  ;1128;LANZO TORINESE                          ;TO;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;70;0;0;0;70
2018;10;PIEMONTE;204;1;10622;;SANTA CROCE SRL                         ;VIA CHALLANT AYMONE 23                  ;1128;LANZO TORINESE                          ;TO;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;30;0;0;0;30
2018;10;PIEMONTE;204;1;10644;;VILLA GRAZIA SRL                        ;STRADA POLIGONO 8                       ;1237;SAN CARLO CANAVESE                      ;TO;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;60;0;0;0;60
2018;10;PIEMONTE;204;1;10644;;VILLA GRAZIA SRL                        ;STRADA POLIGONO 8                       ;1237;SAN CARLO CANAVESE                      ;TO;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;90;0;0;0;90
2018;10;PIEMONTE;204;1;10891;  ;BEATA VERGINE CONSOLATA                 ;VIA FATEBENEFRATELLI 70                 ;1248;SAN MAURIZIO CANAVESE                   ;TO;8;Istituto qualificato presidio della U.S.L.;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;5;150;0;10;0;160
2018;10;PIEMONTE;204;1;10891;  ;BEATA VERGINE CONSOLATA                 ;VIA FATEBENEFRATELLI 70                 ;1248;SAN MAURIZIO CANAVESE                   ;TO;8;Istituto qualificato presidio della U.S.L.;60;LUNGODEGENTI                            ;LUNGODEGENZA;2;40;0;0;0;40
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;16;0;0;0;16
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;48;0;6;0;54
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;29;NEFROLOGIA                              ;ACUTI;1;7;0;1;0;8
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;25;0;0;0;25
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;13;0;0;3;16
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;39;PEDIATRIA                               ;ACUTI;2;12;0;1;0;13
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;4;0;0;0;4
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;1;0;1
2018;10;PIEMONTE;205;1;10004;1;OSPEDALE MAGGIORE                       ;VIA DE MARIA 1                          ;1078;CHIERI                                  ;TO;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;8;8
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;8;CARDIOLOGIA                             ;ACUTI;1;10;0;2;0;12
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;10;0;0;0;10
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;32;0;3;0;35
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;32;NEUROLOGIA                              ;ACUTI;1;7;0;1;0;8
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;2;21;0;0;3;24
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;39;PEDIATRIA                               ;ACUTI;1;12;0;2;0;14
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;40;PSICHIATRIA                             ;ACUTI;1;10;0;0;0;10
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA                       ;ACUTI;1;5;0;0;0;5
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;50;UNITA` CORONARICA                       ;ACUTI;1;6;0;0;0;6
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;2;0;2
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;62;NEONATOLOGIA                            ;ACUTI;1;8;0;0;0;8
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;4;0;0;0;4
2018;10;PIEMONTE;205;1;10004;2;OSPEDALE SANTA CROCE                    ;PIAZZA AMEDEO FERDINANDO 3              ;1156;MONCALIERI                              ;TO;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;1;1
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;2;DAY HOSPITAL                            ;ACUTI;1;0;0;8;0;8
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE                      ;ACUTI;1;10;0;0;0;10
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;26;MEDICINA GENERALE                       ;ACUTI;1;45;0;0;0;45
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;0;0;0;1;1
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;1;0;0;0;1
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;43;UROLOGIA                                ;ACUTI;1;8;0;0;0;8
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;10;0;1;0;11
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;60;LUNGODEGENTI                            ;LUNGODEGENZA;2;20;0;0;0;20
2018;10;PIEMONTE;205;1;10004;3;OSPEDALE SAN LORENZO                    ;VIA OSPEDALE 13                         ;1059;CARMAGNOLA                              ;TO;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;5;5
2018;10;PIEMONTE;205;1;10004;4;DAY SURGERY DEL DISTRETTO DI NICHELINO  ;VIA DEBOUCHE' 8                         ;1164;NICHELINO                               ;TO;1;Ospedale a gestione diretta;98;DAY SURGERY;ACUTI;1;0;0;0;4;4
2018;10;PIEMONTE;205;1;10618;;CASA DI CURA E RIPOSO S. LUCA S.P.A.    ;STRADA DELLA VETTA 3                    ;1183;PECETTO TORINESE                        ;TO;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;12;0;0;0;12
2018;10;PIEMONTE;205;1;10618;;CASA DI CURA E RIPOSO S. LUCA S.P.A.    ;STRADA DELLA VETTA 3                    ;1183;PECETTO TORINESE                        ;TO;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;12;0;0;13;25
2018;10;PIEMONTE;205;1;10618;;CASA DI CURA E RIPOSO S. LUCA S.P.A.    ;STRADA DELLA VETTA 3                    ;1183;PECETTO TORINESE                        ;TO;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;22;0;0;0;22
2018;10;PIEMONTE;205;1;10618;;CASA DI CURA E RIPOSO S. LUCA S.P.A.    ;STRADA DELLA VETTA 3                    ;1183;PECETTO TORINESE                        ;TO;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;8;0;0;4;12
2018;10;PIEMONTE;205;1;10618;;CASA DI CURA E RIPOSO S. LUCA S.P.A.    ;STRADA DELLA VETTA 3                    ;1183;PECETTO TORINESE                        ;TO;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;10;0;0;2;12
